id_buku;isbn;title;penulis_full;tempat;penerbit;year;sinta_id;_sys_date_processed;category;nama_versi_kepegawaian;nama_versi_akademik;jenis_pegawai;jurusan;fakultas
56419;9786237507239;Tantangan global dan lokal Islam di Indonesia;"Choirul Mahfud ; editor, Alviana C";;Samudra Biru (CV);2019;5999038;2022-11-10 00:07:24;;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dosen;Studi Pembangunan;Fakultas Desain Kreatif dan Bisnis Digital
56418;9786022295693;Politik pendidikan islam : analisis kebijakan pendidikan Islam di Indonesia pasca orde baru;"Choirul Nahfud ; editor, Akbar Iskandar";;Pustaka Pelajar;2015;5999038;2022-11-10 00:07:24;;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dosen;Studi Pembangunan;Fakultas Desain Kreatif dan Bisnis Digital
56416;9792458670;Pendidikan Multikultural;Choirul Mahfud;Yogyakarta;Pustaka Pelajar;2006;5999038;2022-11-10 00:07:24;;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dr. Choirul Mahfud, S.Pd.I., M.Pd.I.;Dosen;Studi Pembangunan;Fakultas Desain Kreatif dan Bisnis Digital
1715;9786029494075;Operasi & Proses Pengolahan Air, Edisi Kedua;Ali Masduqi;Perum. ITS Blok X/8 Surabaya, 60111;ITS Press;2017;5999065;2022-11-10 00:07:24;;Prof. Dr. Ali Masduqi, S.T. M.T.;Prof. Dr. Ali Masduqi, S.T., M.T.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
48017;9786027430945;SMART CITY: KONSEP, MODEL, & TEKNOLOGI;Bangun Muljo Sukojo... [et al.];Surabaya;Asosiasi Sistem Informasi Indonesia (AISINDO);2019;5999351;2022-11-10 00:07:24;lainnya;Ir. Ervina Ahyudanari, ME.;Ir. Ervina Ahyudanari, ME., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
21974;9783639125801;Design of Airport Check-in Areas: An Alternative Method;Ervina Ahyudanari, Upali Vandebona;;VDM Verlag;2009;5999351;2022-11-10 00:07:24;;Ir. Ervina Ahyudanari, ME.;Ir. Ervina Ahyudanari, ME., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
1863;9786027430914;Smart City, Bunga Rampai Pengetahuan, Gagasan, & Rekomendasi ITS untuk Indonesia, Book Chapter: Dobrak Jamu sebagai Indonesia Brand Preference melalui Konsep Smart Scientific Evidence;D A. Putri & S. Fatmawati;Perumahan Sukolilo Park Regency F2, Keputih, Sukol;Association for Information Systems Indonesia Chap;2019;6002890;2022-11-10 00:07:24;lainnya;Tony Dwi Susanto, S.T., M.T., Ph.D.;Tony Dwi Susanto, S.T., M.T., Ph.D.;Dosen;Sistem Informasi;Fakultas Teknologi Elektro dan Informatika Cerdas
1854;9786027430907;Manajemen Layanan Teknologi Informasi;Tony Dwi Susanto;Perumahan Sukolilo Park Regency F2, Keputih, Sukol;Asosiasi Sistem Informasi Indonesia (AISINDO) Yaya;2016;6002890;2022-11-10 00:07:24;;Tony Dwi Susanto, S.T., M.T., Ph.D.;Tony Dwi Susanto, S.T., M.T., Ph.D.;Dosen;Sistem Informasi;Fakultas Teknologi Elektro dan Informatika Cerdas
98520;9786025914867;Buku ajar instrumentasi medis dan aplikasinya [sumber elektronis];"oleh Eko Agus Suprayitno ; editor, Septi Budi Sartika, M. Tanzil Multazam";;Umsida Press;2019;6002962;2022-11-10 00:07:24;;Eko Agus Suprayitno, S.Si., M.T.;Eko Agus Suprayitno, S.Si., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
35865;9786025914058;Buku ajar perancangan berbasis komputer dengan integrasi arduino dan android;Eko Agus Suprayitno, Rohman Dijaya;Sidoarjo;Umsida Press;2018;6002962;2022-11-10 00:07:24;;Eko Agus Suprayitno, S.Si., M.T.;Eko Agus Suprayitno, S.Si., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
61181;9786025;Equity, Equality and Justice in Urban Housing Development;FX Teddy Badai Samodra, Andy Mappajaya, Rabbani Kharismawan, Nurfahmi Muchlis, Tanti Satriana Nasution;Bandung;UPI Press;2018;6004535;2022-11-10 00:07:24;;Rabbani Kharismawan, S.T., M.T.;Rabbani Kharismawan, S.T., M.T.;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
100431;9786232282865;Teknologi konversi energi angin : ekstraksi daya maksimum sebagai usaha peningkatan efisiensi;Ratna Ika Putri ... [et al.];Yogyakarta;Graha Ilmu;2019;6005015;2022-11-10 00:07:24;buku referensi;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
46246;9786237110163;Dasar dan implementasi biometrika : berbasis eigenface, fishherface, locality preserving projection, laplacian smoothing tranform dan karnel eigenface;oleh Arif Muntasa, Indah Agustin Siradjuddin, Mauridhi Hery Purnomo;Yogyakarta;Teknosain;2019;6005015;2022-11-10 00:07:24;buku monograf;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
5731;9786026324238;"Mikro hidro; strategi memanfaatkan energi murah dan ramah lingkungan";"Lie Jasa;I Putu Ardana;Ardyono Priyadi;Mauridhi Hery Purnomo.";-;Teknosain;2017;6005015;2022-11-10 00:07:24;buku monograf;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
100428;9786022621881;"Teknik Kendali Motor Induksi Tiga Fasa; Berbasis Kecerdasan Komputasional Sebagai Penggerak Mobil Listrik";penulis, Dedid Cahya Happyanto, Mauridhi Hery Purnomo;Yogyakarya;Graha Ilmu;2014;6005015;2022-11-10 00:07:24;buku monograf;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
48373;9789797566821;Konsep pengolahan citra digital dan ekstraksi fitur;Prof. Ir. M .Herry PurnomoDr. Arif Muntasa, S.SI., M.T;Yogyakarta;Graha Ilmu;2010;6005015;2022-11-10 00:07:24;buku monograf;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
100427;9797561233;Supervised Neural Networks dan Aplikasinya;"Mauridhi Hery Purnomo; Agus Kurniawan";KAB. SLEMAN - SLEMAN, DI YOGYAKARTA;Graha Ilmu;2006;6005015;2022-11-10 00:07:24;buku monograf;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Prof. Dr. Ir. Mauridhi Hery Purnomo, M.Eng.;Dosen;Teknik Komputer;Fakultas Teknologi Elektro dan Informatika Cerdas
36433;9789535138488;Green Chemistry Book;Siti Zullaikah, Orchidea Rachmaniah, Adi Tjipto Utomo, Helda Niawanti, Yi Hsu Ju;London;IntechOpen;2018;6006039;2022-11-10 00:07:24;;Orchidea Rachmaniah, S.T., M.T.;Dr. Orchidea Rachmaniah, S.T., M.T.;Dosen;Teknik Pangan;Fakultas Teknologi Industri dan Rekayasa Sistem
14186;9786025525018;NEW VENTURE CREATION : START YOUR BUSINESS MODULE;Berto Mulia Wibawa;Serang;CV. Sinar Gamedia;2017;6006624;2022-11-10 00:07:24;;Berto Mulia Wibawa, S.Pi., M.M.;Berto Mulia Wibawa, S.Pi., M.M.;Dosen;Manajemen Bisnis;Fakultas Desain Kreatif dan Bisnis Digital
819;9786027443075;Business process Re-engineering;IWAN VANANY;Bendul Merisi Utara IV no 1;SINAR GAMEDIA;2015;6007087;2022-11-10 00:07:24;;Prof. Iwan Vanany, S.T., M.T., Ph.D.;Prof. Iwan Vanany, S.T., M.T., Ph.D.;Dosen;S3 Teknik Sistem dan Industri;Fakultas Teknologi Industri dan Rekayasa Sistem
142732;6200486913;Numerical Analysis Of Tubercles Biomimetics Airfoil: The Case of Long Eared Owl Shape;Doan Tri Prasetyo, Gunawan Nugroho;Germany;Lambert Academic Publishing;2020;6007181;2022-11-10 00:07:24;buku monograf;Dr. Gunawan Nugroho, S.T., M.T.;Dr. Gunawan Nugroho, S.T., M.T.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
30539;9783838376943;The Navier-Stokes Equations  On Special Classes and Properties of Exact Solutions of 3D Incompressible Flows;Gunawan Nugroho, Ahmed M.S. Ali, Zainal A. Abdul Karim;;LAP Lambert Academic Publishing ( 2011-05-04 );2011;6007181;2022-11-10 00:07:24;;Dr. Gunawan Nugroho, S.T., M.T.;Dr. Gunawan Nugroho, S.T., M.T.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
37604;9786025542503;Buku Dasar Mekatronika;Hendro Nurhadi, Rizkyansyah Alif H;Surabaya;ITSPress;2018;6007260;2022-11-10 00:07:24;;Hendro Nurhadi, Dipl.-Ing., Ph.D;Hendro Nurhadi, Dipl.-Ing., Ph.D.;Dosen;D4 Teknik Mesin Industri;Fakultas Vokasi
13547;9786021732908;Biodiversity@ITS. Bunga Rampai Keanekaragaman Hayati di Kampus ITS.  seri 1. Burung dan Vertebrata Lainnya;Dian Saptarini  Farid Kamal Muzaki;Surabaya;Badan Koordinasi Pengendalian dan Komunikasi Progr;2012;6007658;2022-11-10 00:07:24;;Dra. Dian Saptarini, M.Sc.;Dr. Dra. Dian Sapta Rini, M.Sc.;Dosen;Biologi;Fakultas Sains dan Analitika Data
48017;9786027430945;SMART CITY: KONSEP, MODEL, & TEKNOLOGI;Bangun Muljo Sukojo... [et al.];Surabaya;Asosiasi Sistem Informasi Indonesia (AISINDO);2019;6007779;2022-11-10 00:07:24;lainnya;Sarah Cahyadini, S.T., M.T.;Sarah Cahyadini, S.T., M.T., Ph.D.;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
42829;9783846516386;Housing and Infrastructure Improvement and Poverty Alleviation: Housing and Infrastructure Improvement and Poverty Alleviation in the Kampung through Comprehensive KIP;Happy Ratna Santosa, Sarah Cahyadini;;LAP LAMBERT Academic Publishing;2011;6007779;2022-11-10 00:07:24;;Sarah Cahyadini, S.T., M.T.;Sarah Cahyadini, S.T., M.T., Ph.D.;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
57588;9783030173081;Urban and Transit Planning  A Culmination of Selected Research Papers from IEREK Conferences on Urban Planning, Architecture and Green Urbanism, Italy and Netherlands (2017);Soemardiono, Bambang (et al.);Switzerland;Springer International Publishing;2020;6008414;2022-11-10 00:07:24;;Prof.Dr.Ing.Ir. Bambang Soemardiono;Prof.Dr.Ing.Ir Bambang Soemardiono;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
48017;9786027430945;SMART CITY: KONSEP, MODEL, & TEKNOLOGI;Bangun Muljo Sukojo... [et al.];Surabaya;Asosiasi Sistem Informasi Indonesia (AISINDO);2019;6008414;2022-11-10 00:07:24;lainnya;Prof.Dr.Ing.Ir. Bambang Soemardiono;Prof.Dr.Ing.Ir Bambang Soemardiono;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
37651;9786021582329;Antalogi kota Indonesia;I Nyoman Gede Maha Putra, Fritz Akhmad Nuzir, Mohamad Cahyo Noviyanto;BALI;Warmadewa University Press;2018;6008414;2022-11-10 00:07:24;lainnya;Prof.Dr.Ing.Ir. Bambang Soemardiono;Prof.Dr.Ing.Ir Bambang Soemardiono;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
43446;978 602 5542251;30 Tahun Berkarya   37 karya + 17 Publikasi   Arsitektur & Lansekap   1987-2017   Lansekap;Bambang Soemardiono;Surabaya;ITS Press;2018;6008414;2022-11-10 00:07:24;;Prof.Dr.Ing.Ir. Bambang Soemardiono;Prof.Dr.Ing.Ir Bambang Soemardiono;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
51396;9789792657418;Arahan Penyelenggaraan Konstruksi;Hari G. Soeparto, Krishna S. Pribadi, Akhmad Suraji, Purnomo Soekirno, Bambang Soemardiono;Jakarta;Komite Penelitian & Pengembangan Lembaga Pengemban;2014;6008414;2022-11-10 00:07:24;buku referensi;Prof.Dr.Ing.Ir. Bambang Soemardiono;Prof.Dr.Ing.Ir Bambang Soemardiono;Dosen;Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
48017;9786027430945;SMART CITY: KONSEP, MODEL, & TEKNOLOGI;Bangun Muljo Sukojo... [et al.];Surabaya;Asosiasi Sistem Informasi Indonesia (AISINDO);2019;6012749;2022-11-10 00:07:24;lainnya;Dewi Septanti, S.Pd., S.T., M.T.;Dewi Septanti, S.Pd., S.T., M.T., Ph.D.;Dosen;S2 Arsitektur;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
72840;9781839686573;Chapter: On the Generalized Simplest Equations: Toward the Solution of Nonlinear Differential Equations with Variable Coefficients [Book: Advances in the Solution of Nonlinear Differential Equations];Gunawan Nugroho, Purwadi Agus Darwito, Ruri Agung Wahyuono, Murry Raditya;LONDON, UNITED KINGDOM;IntechOPEN;2021;6017411;2022-11-10 00:07:24;;Ruri Agung Wahyuono, S.T., M.T.;Dr.rer.nat. Ruri Agung Wahyuono, S.T., M.T.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
72836;9876025811739;Biopolimer kitosan dan penggunaannya dalam formulasi obat;Hilya Nur Imtihani, Ruri Agung Wahyuono, Silfiana Nisa Permatasari;GRESIK;GRANITI;2020;6017411;2022-11-10 00:07:24;;Ruri Agung Wahyuono, S.T., M.T.;Dr.rer.nat. Ruri Agung Wahyuono, S.T., M.T.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
127230;9786230245923;Persyaratan kode bangunan gedung untuk  beton struktural (ACI 318I-19) penejelasan tentang kode bangunan gedung untuk beton struktural (ACI 318RI-19);Tavio & Daniel Christianto;Jakarta;Deepublish;2022;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
139818;9786230126741;Desain Komponen Beton Bertulang Lanjut;Tony Hartono Bagio, Tavio;Yogyakarta;Penerbit Andi;2022;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
67886;9786230210716;Buku bantu desain struktur beton bertulang sesuai ACI 318M-14 SP-17M(14)-3;"American Concrete Institute (ACI) ; penerjemah, Tavio";Yogyakarta;Deepublish;2020;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
67884;9786230213526;Buku panduan desain struktur beton bertulang lanjut : sesuai ACI 318M-14;penerjemah, Tavio & Usman Wijaya;Yogyakarta;Deepublish;2020;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
41699;9789792990850;Dasar-dasar Beton Bertulang;Bagio, Tavio;Yogyakarta;Penerbit Andi;2019;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
50102;9786232099920;Buku panduan desain struktur beton bertulang dasar SP-17M(14)-1;penerjemah, Tavio & Usman Wijaya;Yogyakarta;Deepublish;2019;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11195;9789792967913;Desain Rekayasa Gempa Berbasis Kinerja;Tavio, Usman Wijaya;Yogyakarta;Penerbit Andi;2018;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
34826;9789792965117;DESAIN REKAYASA GEMPA BERBASIS KINERJA (PERFORMANCE BASED DESIGN) EDISI 2;Tavio, Usman Wijaya;Yogyakarta;Penerbit Andi;2018;6023229;2022-11-10 00:07:24;buku referensi;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11194;9786028797771;Tata Cara Penentuan Proporsi Campuran untuk Beton dengan Semen Portland Biasa, Semen Portland Pozzolan, dan Semen Portland Komposit;Tavio, Lasino;Bandung;Cipta Dea Pustaka;2015;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11191;9786029494983;Persyaratan Beton Struktural untuk Bangunan Gedung (SNI 2847:2013) dan Penjelasan;Tavio;Surabaya;ITS Press;2014;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11182;9789798897375;Beton Bertulang: Sebuah Pendekatan Mendasar Jilid 1;Nawy, Tavio, Kusuma;Surabaya;ITS Press;2010;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11180;9789798897337;Desain Sistem Rangka Pemikul Momen dan Dinding Struktur Beton Bertulang Tahan Gempa: Sesuai SNI 03-2847-2002 dan SNI 03-1726-2002 Dilengkapi Pemodelan dan Analisis dengan Program Bantu ETABS v.9.07;Tavio, Kusuma;Surabaya;ITS Press;2009;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11177;9789798897214;Evaluasi Cepat Sistem Rangka Pemikul Momen Tahan Gempa;Purwono, Tavio;Surabaya;ITS Press;2007;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
11174;9789798897207;Tata Cara Perhitungan Struktur Beton untuk Bangunan Gedung (SNI 03-2847-2002) Dilengkapi Penjelasan (S-2002);Purwono, Tavio, Imran, Raka;Surabaya;ITS Press;2007;6023229;2022-11-10 00:07:24;;Prof. Tavio, S.T., M.T., Ph.D.;Prof. Tavio, S.T., M.T., Ph.D.;Dosen;Teknik Sipil;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
13460;9786020917894;Perkembangan hewan;"Awik Puji Dyah Nurhayati ; editor,  Edwin Setiawan, Noor Nailis Sa??adah";Surabaya;ITS Press;2017;6027542;2022-11-10 00:07:24;;Prof.Dr. Awik Puji Dyah Nurhayati, S.Si., M.Si.;Prof.Dr. Awik Puji Dyah Nurhayati, S.Si., M.Si.;Dosen;Biologi;Fakultas Sains dan Analitika Data
139731;9786233180627;Teknologi pengolahan gas alam : receiving terminal storage & unit regasifikasi LNG;Gede Wibawa, Rizky Tetrisyanda, Annas Wiguno;Surabaya;ITS Press;2021;6030568;2022-11-10 00:07:24;buku ajar;Prof. Dr. Ir. Gede Wibawa, M.Eng.;Prof. Dr. Ir. Gede Wibawa, M.Eng.;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
30960;9786020917917;Pengantar thermodinamika untuk aplikasi pada proses di industri kimia;penulis Gede Wibawa;Surabaya;ITS Press;2017;6030568;2022-11-10 00:07:24;buku ajar;Prof. Dr. Ir. Gede Wibawa, M.Eng.;Prof. Dr. Ir. Gede Wibawa, M.Eng.;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
97820;9786233180412;Komputasi numerik teknik kimia;Ali Altway ... [et al.];;ITS Press;2021;6034882;2022-11-10 00:07:24;;Prof. Dr. Ir. Kuswandi, DEA;Prof. Dr. Ir. Kuswandi, DEA.;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
1723;9786024170356;Turbin Angin & Sistem Kontrol;Ali Musyafa;JL.Teknik Sipil Blok V-11, Perumahan ITS Surabaya,;REVKA PETRA MEDIA(PT);2016;6038526;2022-11-10 00:07:24;;Prof. Dr. Ir. Ali Musyafa, M.Sc.;Prof. Dr. Ir. Ali Musyafa, M.Sc.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
1729;9786024170714;Teknik Kalibrasi;Ali Musyafa;Jl.Teknik Sipil Blok V/11, Perumahan  ITS, Surabay;Revka Petra Media (PT);2014;6038526;2022-11-10 00:07:24;;Prof. Dr. Ir. Ali Musyafa, M.Sc.;Prof. Dr. Ir. Ali Musyafa, M.Sc.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
34142;9786021775615;Nearshore aquaculture:  keramba jaring apung tradisional  untuk budidaya ikan dan lobster;"Penyusun, Yeyes Mulyadi...[et al.] ; editor, Nova Maulidina Ashuri";Surabaya;Pusat Studi Kelautan LPPM ITS;2018;6040681;2022-11-10 00:07:24;;Yeyes Mulyadi, S.T., M.Sc., Ph.D.;Yeyes Mulyadi, S.T., M.Sc., Ph.D.;Dosen;Teknik Kelautan;Fakultas Teknologi Kelautan
61126;9786025542596;Karakterisasi material : bagian 1: komposisi, topografi, dan sifat mekanik;oleh Widyastuti ... [et al.];;ITS Press;2019;6040705;2022-11-10 00:07:24;;Dr. Widyastuti, S.Si., M.Si.;Dr. Widyastuti, S.Si., M.Si.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
61134;9786025542305;Profil alumni wirausaha its;Widyastuti, Dhanny Arifianto, Ach Ferdiansyah Pp;;ITS Press;2018;6040705;2022-11-10 00:07:24;;Dr. Widyastuti, S.Si., M.Si.;Dr. Widyastuti, S.Si., M.Si.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
61135;9786025542275;Pusat karir & kewirausahaan mahasiswa ITS PTNBH : menuju career center world class university;Widyastuti;;ITS Press;2018;6040705;2022-11-10 00:07:24;;Dr. Widyastuti, S.Si., M.Si.;Dr. Widyastuti, S.Si., M.Si.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
61136;9786025542084;Profil wirausaha muda ITS = ITS entrepreneurship coaching;penulis, Widyastuti ... [et al.];;ITS Press;2017;6040705;2022-11-10 00:07:24;;Dr. Widyastuti, S.Si., M.Si.;Dr. Widyastuti, S.Si., M.Si.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
30372;9789795450875;PENILAIAN RISIKO PIPA GAS BAWAH LAUT;Prof.Dr. Ketut Buda Artana, ST., M.Sc.,  A.A. Bagus Dinariyana Dwi Putranta, S.T., MES, Ph.D,  Dr. I Made Ariana, ST.,MT.,  Dr.Eng. Kriyo Sambodho, ST., M.Eng;Surabaya;Guna Widya;2013;6041309;2022-11-10 00:07:24;buku referensi;Dr. I Made Ariana, S.T., M.T.;Dr. I Made Ariana, S.T., M.T.;Dosen;Teknik Sistem Perkapalan;Fakultas Teknologi Kelautan
11518;9794084468;Kekuatan Struktur Kapal;Prof.Ir. Daniel Mohammad Rosyid Ph.D, Dony Setyawan ST, M.Eng;Jakarta;Pradnya Paramita;2000;6042032;2022-11-10 00:07:24;;Dony Setyawan, S.T., M.Eng.;Dony Setyawan, S.T., M.Eng.;Dosen;Teknik Perkapalan;Fakultas Teknologi Kelautan
16703;9786025542176;KEANEKARAGAMAN STRUKTUR JARINGAN TUMBUHAN DI INDONESIA;WIRDHATUL MUSLIHATIN, S. Si., M. Si.;Surabaya;ITS Press;2018;6042283;2022-11-10 00:07:24;;Wirdhatul Muslihatin, S.Si., M.Si.;Wirdhatul Muslihatin, S.Si., M.Si.;Dosen;Biologi;Fakultas Sains dan Analitika Data
30372;9789795450875;PENILAIAN RISIKO PIPA GAS BAWAH LAUT;Prof.Dr. Ketut Buda Artana, ST., M.Sc.,  A.A. Bagus Dinariyana Dwi Putranta, S.T., MES, Ph.D,  Dr. I Made Ariana, ST.,MT.,  Dr.Eng. Kriyo Sambodho, ST., M.Eng;Surabaya;Guna Widya;2013;6042526;2022-11-10 00:07:24;buku referensi;A.A. BGS. Dinariyana Dwi Putranta, S.T., MES., Ph.D.;A.A. BGS. Dinariyana Dwi Putranta, S.T., MES., Ph.D.;Dosen;Teknik Sistem Perkapalan;Fakultas Teknologi Kelautan
48444;9795450083;Teori Keandalan Sistem dan Aplikasinya;"Prof. Dr. Ketut Buda Artana; A.A. Bagus Dinariyana, Ph.D";Surabaya;Penerbit Guna Widya;2013;6042526;2022-11-10 00:07:24;;A.A. BGS. Dinariyana Dwi Putranta, S.T., MES., Ph.D.;A.A. BGS. Dinariyana Dwi Putranta, S.T., MES., Ph.D.;Dosen;Teknik Sistem Perkapalan;Fakultas Teknologi Kelautan
96577;9786239934200;Mangrove untuk anak-anak;penulis, Indah Trisnawati DT ... [et al.];Surabaya;Yayasan Esa Khatulistiwa;2022;6042608;2022-11-10 00:07:24;;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Dosen;Biologi;Fakultas Sains dan Analitika Data
96533;9786233180023;Pendampingan masyarakat mewujudkan produk yang Halalan Thayyiban;editor,  Nur Aini Rakhmawati, Setyo Gunawan;Surabaya;ITS Press;2020;6042608;2022-11-10 00:07:24;lainnya;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Dosen;Biologi;Fakultas Sains dan Analitika Data
96585;9786239245603;Panduan lapangan identifikasi jenis mangrove pesisir Jawa Timur [sumber elektronis];penulis, Farid Kamal Muzaki...[et al.];Surabaya;Laboratorium Ekologi, Departemen Biologi Institut;2019;6042608;2022-11-10 00:07:24;;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Indah Trisnawati Dwi Tjahjaningrum, S.Si., M.Si., Ph.D.;Dosen;Biologi;Fakultas Sains dan Analitika Data
