id_buku;isbn;title;penulis_full;tempat;penerbit;year;sinta_id;_sys_date_processed;category;nama_versi_kepegawaian;nama_versi_akademik;jenis_pegawai;jurusan;fakultas
45546;9789811084492;Selected Topics on Improved Oil Recovery: Transactions of the International Conference on Improved Oil Recovery;Berihun Negash, Sonny Irawan, Taufan Marhaendrajana, Septoratno Siregar, Sudjati Rachmat, Lucky Hendraningrat, Andi Setyo Wibowo;Singapore;Springer;2017;5984470;2022-11-10 00:07:24;;Prof. Totok Ruki Biyanto, S.T., M.T., Ph.D.;Prof. Totok Ruki Biyanto, S.T., M.T., Ph.D.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
51364;9783319410005;Advances in Swarm Intelligence;Totok Ruki Biyanto, Henokh Yernias Fibrianto, Gunawan Nugroho, Agus Muhamad Hatta, Erny Listijorini, Titik Budiati, Hairul Huda;;Springer International Publishing;2017;5984470;2022-11-10 00:07:24;;Prof. Totok Ruki Biyanto, S.T., M.T., Ph.D.;Prof. Totok Ruki Biyanto, S.T., M.T., Ph.D.;Dosen;Teknik Fisika;Fakultas Teknologi Industri dan Rekayasa Sistem
73644;9786025759338;Rangkaian listrik;Tri Arief Sardjono, I Made Yulistya Negara;Yogyakarta;Teknosain;2018;5986158;2022-11-10 00:07:24;;Prof. Dr. I Made Yulistya Negara, S.T., M.Sc.;Prof. Dr. I Made Yulistya Negara, S.T., M.Sc.;Dosen;Teknik Elektro;Fakultas Teknologi Elektro dan Informatika Cerdas
73640;9789797569587;Teknik Tegangan Tinggi: Prinsip dan Aplikasi Praktis;I Made Yulistya Negara;Yogyakarta;Graha Ilmu;2014;5986158;2022-11-10 00:07:24;;Prof. Dr. I Made Yulistya Negara, S.T., M.Sc.;Prof. Dr. I Made Yulistya Negara, S.T., M.Sc.;Dosen;Teknik Elektro;Fakultas Teknologi Elektro dan Informatika Cerdas
34229;9789792931952;Analisa Kebutuhan Dalam Rekayasa Perangkat Lunak;Daniel Siahaan;Yogyakarta;Penerbit Andi;2012;5987242;2022-11-10 00:07:24;;Prof. Daniel Oranova Siahaan, S.Kom.,  M.Sc., PD.Eng.;Prof. Daniel O. Siahaan, S.Kom., M.Sc., PDEng.;Dosen;Teknik Informatika;Fakultas Teknologi Elektro dan Informatika Cerdas
34233;9783845416526;Query Languages as Tools for Retrieving Information on the Internet;Daniel Siahaan;SaarbrÃ¼cken;LAP LAMBERT Academic Publishing;2011;5987242;2022-11-10 00:07:24;;Prof. Daniel Oranova Siahaan, S.Kom.,  M.Sc., PD.Eng.;Prof. Daniel O. Siahaan, S.Kom., M.Sc., PDEng.;Dosen;Teknik Informatika;Fakultas Teknologi Elektro dan Informatika Cerdas
38265;9789797562373;Logika, Suatu Pengantar;Mahmud Yunus;Yogyakarta;Graha Ilmu;2007;5988054;2022-11-10 00:07:24;;Drs. Mahmud Yunus, M.Si.;Dr. Mahmud Yunus, M.Si.;Dosen;Matematika;Fakultas Sains dan Analitika Data
139983;9786233180795;PENGEMBANGAN INOVASI TEKNOLOGI II;Brodjol Sutijo, Mutiah Salamah, Destri Susilaningrum, Dwi Endah Kusrini, Mukti Ratna Dewi, Nur Azizah, Iis Dewi Ratih, Mike Prastuti, Zakiatul Wildani, Sri Pingit Wulandari, Sri Mumpuni Retnaningsih, Wahyu Wibowo, Adi Setyo Purnomo, Hendro Nurhadi, R;Surabaya;ITS Press;2021;5988440;2022-11-10 00:07:24;lainnya;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
92513;9786230228803;Biodegradasi metil oranye;Adi Setyo Purnomo, Taufiq Rinda Alkas;Yogyakarta;Deepublish;2021;5988440;2022-11-10 00:07:24;buku referensi;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
92512;9786230230363;Biodegradasi metilen biru;Adi Setyo Purnomo & Asranudin;Surabaya;Deepublish;2021;5988440;2022-11-10 00:07:24;buku referensi;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
48017;9786027430945;SMART CITY: KONSEP, MODEL, & TEKNOLOGI;Bangun Muljo Sukojo... [et al.];Surabaya;Asosiasi Sistem Informasi Indonesia (AISINDO);2019;5988440;2022-11-10 00:07:24;lainnya;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
48077;9786232098329;Biodegradasi pestisida organoklorin oleh jamur;Adi Setyo Purnomo, Taufiq Rinda Alkas, Taslim Ersam;Yogyakarta;Deepublish;2019;5988440;2022-11-10 00:07:24;;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
38569;9786025022128;KIMIA 1;Taslim Ersam...[et al.];Surabaya;Media Bersaudara, CV;2018;5988440;2022-11-10 00:07:24;buku ajar;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
48725;9783319451565;Microbe-Induced Degradation of Pesticides;Shree Nath Singh (Editor), Adi Setyo Purnomo (Book Chapter);Cham;Springer;2017;5988440;2022-11-10 00:07:24;;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Prof. Adi Setyo Purnomo, S.Si., M.Sc., Ph.D.;Dosen;Kimia;Fakultas Sains dan Analitika Data
94098;9786233511629;Proses hydrocracking minyak nyamplung menjadi bahan bakar cair menggunakan katalis CoMo/v Al2O3;Rismawati Rasyid, Achmad Roesyadi, Mahfud;Makasar;Nas Media Pustaka;2021;5988449;2022-11-10 00:07:24;buku referensi;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
94100;9786024173579;Biodiesel : proses pembuatan dari mikroalga;penulis,  Mahfud;Surabaya;CV. Revka Prima Media;2021;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
49362;97860241711957;KESEHATAN DAN KESELAMATAN KERJA: Teori Keceelakaan, Identifikasi dan Analisa bahaya;Yuyun YUNIATI, Mahfud MAHFUD;Surabaya;REVKA PRIMA MEDIA;2019;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
43770;9786024171674;KESEHATAN DAN KESELAMATAN KERJA: Implementasi program K3 di tempat kerja atau Industri;"Yuyun Yuniati; Mahfud Mahfud";Surabaya;REVKA PRIMA MEDIA;2019;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
43769;9786021187562;BIODIESEL: Perkembangan Bahan Baku & Teknologi;MAHFUD Mahfud;Surabaya;Putra Media Nusantara;2018;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
38125;9786024536664;Industri Kimia Indonesia;"Mahfud Mahfud; Zakir Sabara";Yogyakarta;Deepublish;2018;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
49358;9789795052302;Sumber Daya Alam BATUBARA;Andi Aladin, Mahfud;Bandung;Lubuk Agung;2011;5988449;2022-11-10 00:07:24;;Prof. Dr. Ir. Mahfud, DEA;Prof. Dr. Ir. Mahfud, DEA;Dosen;Teknik Kimia;Fakultas Teknologi Industri dan Rekayasa Sistem
101034;9796239551360;MANAJEMEN PRODUKTIVITAS PERUSAHAAN;Moses Laksono Singgih dan I Ketut Gunarta;Surabaya;Tekni Sains ITS;2021;5992897;2022-11-10 00:07:24;buku ajar;Prof. Ir. Moses Laksono Singgih, M.Sc., Ph.D.;Prof. Ir. Moses Laksono Singgih, M.Sc., Ph.D.;Dosen;S3 Teknik Sistem dan Industri;Fakultas Teknologi Industri dan Rekayasa Sistem
101038;9786029494587;Green productivity : konsep dan aplikasi;Moses L. Singgih;Surabaya;ITS Press;2012;5992897;2022-11-10 00:07:24;buku ajar;Prof. Ir. Moses Laksono Singgih, M.Sc., Ph.D.;Prof. Ir. Moses Laksono Singgih, M.Sc., Ph.D.;Dosen;S3 Teknik Sistem dan Industri;Fakultas Teknologi Industri dan Rekayasa Sistem
55554;9786029663495;Psikologi dan integrasi bangsa;"[Abd Aâ??la ... [et al.]] ; editor, A. Supratiknya, Tjipto Susana, ... [et al.]";Jakarta;Himpunan Psikologi Indonesia (HIMPSI);2020;5993165;2022-11-10 00:07:24;lainnya;Rahmatsyam Lakoro, S.Sn., M.T.;Dr. Rahmatsyam Lakoro, S.Sn., M.T.;Dosen;Desain Komunikasi Visual;Fakultas Desain Kreatif dan Bisnis Digital
71327;9789462529397;Design of Disaster Risk Reduction Awareness Campaign Media by Revitalization of Sundanese Oral Culture;Rahmatsyam Lakoro, Agus Sachari, Agung Eko Budiwaspada, Setiawan Sabana;Surakarta;The 4th International Conference of Art Language a;2019;5993165;2022-11-10 00:07:24;;Rahmatsyam Lakoro, S.Sn., M.T.;Dr. Rahmatsyam Lakoro, S.Sn., M.T.;Dosen;Desain Komunikasi Visual;Fakultas Desain Kreatif dan Bisnis Digital
45614;9786021409695;Conference Proceeding - First International Conference on Art for Technology, Science and Humanities - IC ARTESH 2018;Dr. Nuning Yanti Damayanti, Dipl.Art., Dr. Kiki Rizky Soetisna Putri, M.Sn., Ardhana Riswarie, MA., Almira Belinda, M.Sn. (eds);Bandung;Visual Art Study Program FSRD-ITB, Jl. Ganesha No.;2019;5993165;2022-11-10 00:07:24;;Rahmatsyam Lakoro, S.Sn., M.T.;Dr. Rahmatsyam Lakoro, S.Sn., M.T.;Dosen;Desain Komunikasi Visual;Fakultas Desain Kreatif dan Bisnis Digital
71329;9786025057618;The Using of Vernacular Design to Develop Educational Media for Disaster Mitigation: The Direction Strategies of Disaster Mitigation Education;Rahmatsyam Lakoro, Agus Sachari, Agung Eko Budiwaspada, Setiawan Sabana;Surakarta;The 3rd International Conference of Art Language a;2018;5993165;2022-11-10 00:07:24;;Rahmatsyam Lakoro, S.Sn., M.T.;Dr. Rahmatsyam Lakoro, S.Sn., M.T.;Dosen;Desain Komunikasi Visual;Fakultas Desain Kreatif dan Bisnis Digital
96502;9789798126420;Overpressured sedimentary basin: petroleum geology & hazards;edited by Ferian Anggara ... [et al.];;Ikatan Ahli Geologi Indonesia (IAGI);2020;5993259;2022-11-10 00:07:24;;Juan Pandu Gya Nur Rochman, S.Si., M.T.;Juan Pandu Gya Nur Rochman, S.Si., M.T.;Dosen;Teknik Geofisika;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
30995;9786025542015;Klasifikasi Sinyal EEG dan Aplikasinya;Handayani Tjandrasa;Surabaya;ITS Press;2017;5993318;2022-11-10 00:07:24;;Prof.Ir. Handayani Tjandrasa, M.Sc Ph.D;Prof. Ir. Handayani Tjandrasa, M.Sc., Ph.D.;Dosen;Teknik Informatika;Fakultas Teknologi Elektro dan Informatika Cerdas
141911;9786029494402;Peta strategi bisnis dan perencanaan strategis sistem informasi;Handayani Tjandrasa;Surabaya;ITS Press;2012;5993318;2022-11-10 00:07:24;buku monograf;Prof.Ir. Handayani Tjandrasa, M.Sc Ph.D;Prof. Ir. Handayani Tjandrasa, M.Sc., Ph.D.;Dosen;Teknik Informatika;Fakultas Teknologi Elektro dan Informatika Cerdas
47717;9786237137382;MIKROKONTROLER DSPIC;RACHMAD SETIAWAN;Kota Surabaya;INDOMEDIA PUSTAKA;2019;5994159;2022-11-10 00:07:24;;Rachmad Setiawan, S.T., M.T.;Dr. Rachmad Setiawan, S.T., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
47716;9789797563486;TEKNIK AKUISISI DATA;RACHMAD SETIAWAN;Kota Surabaya;GRAHA ILMU;2008;5994159;2022-11-10 00:07:24;;Rachmad Setiawan, S.T., M.T.;Dr. Rachmad Setiawan, S.T., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
47712;9797561021;MIKROKONTROLER MCS51;RACHMAD SETIAWAN;Kota Surabaya;GRAHA ILMU;2006;5994159;2022-11-10 00:07:24;;Rachmad Setiawan, S.T., M.T.;Dr. Rachmad Setiawan, S.T., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
47710;979756092X;TEKNIK INTERFACE;RACHMAD SETIAWAN;Kota Surabaya;GRAHA ILMU;2006;5994159;2022-11-10 00:07:24;;Rachmad Setiawan, S.T., M.T.;Dr. Rachmad Setiawan, S.T., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
47714;979756103X;MIKROPROSESOR 8088;RACHMAD SETIAWAN;Kota Surabaya;GRAHA ILMU;2006;5994159;2022-11-10 00:07:24;;Rachmad Setiawan, S.T., M.T.;Dr. Rachmad Setiawan, S.T., M.T.;Dosen;Teknik Biomedik;Fakultas Teknologi Elektro dan Informatika Cerdas
106140;9786024736903;Pengantar proses pembuatan besi [sumber elektronik] : proses utama dan alternatifnya;Sungging Pintowantoro, Fakhreza Abdul;Surabaya;Airlangga University Press;2021;5994334;2022-11-10 00:07:24;buku referensi;Fakhreza Abdul, S.T., M.T.;Fakhreza Abdul, S.T., M.T.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
124090;9786233180122;Penerapan teknologi untuk kemakmuran masyarakat;Soeprijanto, Dedy Zulhidayat Noor;Surabaya, Jawa Timur;ITS Press;2021;5995579;2022-11-10 00:07:24;buku ajar;Prof. Dr. Ir. Soeprijanto, M.Sc.;Prof. Dr. Ir. Soeprijanto, M.Sc.;Dosen;D4 Teknologi Rekayasa Kimia Industri;Fakultas Vokasi
143747;9786025542534;Lingkungan dan energi hijau teknologi biogas sebagai energi terbarukan;Soeprijanto;Surabaya, Jawa Timur;ITS Press;2019;5995579;2022-11-10 00:07:24;buku referensi;Prof. Dr. Ir. Soeprijanto, M.Sc.;Prof. Dr. Ir. Soeprijanto, M.Sc.;Dosen;D4 Teknologi Rekayasa Kimia Industri;Fakultas Vokasi
143734;9786029494907;Teknologi pengembangan bioetanol dari biomassa sorghum;Soeprijanto;Surabaya, Jawa Timur;ITS Press;2013;5995579;2022-11-10 00:07:24;buku referensi;Prof. Dr. Ir. Soeprijanto, M.Sc.;Prof. Dr. Ir. Soeprijanto, M.Sc.;Dosen;D4 Teknologi Rekayasa Kimia Industri;Fakultas Vokasi
141972;9786020917283;Sistem digital;Supeno Djanali;Surabaya;ITS Press;2015;5995823;2022-11-10 00:07:24;buku ajar;Prof. Ir. Supeno Djanali, M.Sc., Ph.D.;Prof. Ir. Supeno Djanali, M.Sc., Ph.D.;Dosen;Teknik Informatika;Fakultas Teknologi Elektro dan Informatika Cerdas
66306;9786232610903;Abdimas Lintas Kampus Untuk Indonesia: Bidang Ekonomi Bisnis, Pendidikan, Agama, Sosial, Lingkungan, Kesehatan, Hukum, Manajemen, Sains Dan Teknologi;Salim Saputra, dkk;Yogyakarta;Samudra Biru;2020;5995843;2022-11-10 00:07:24;lainnya;Drs. Suhud Wahyudi, M.Si;Drs. Suhud Wahyudi, M.Si;Dosen;Matematika;Fakultas Sains dan Analitika Data
74257;9786026115386;Kapabilitas manajemen hubungan pelanggan offline to online sebagai pondasi pemberdayaan pengrajin hasil olahan ikan laut masyarakat pesisir Jawa Timur;"penulis, Murpin Josua Sembiring,  Abdul Fattah, Suhud Wahyudi ; editor, Muslichah Erma Widiana";Malang;Unitri Press;2019;5995843;2022-11-10 00:07:24;;Drs. Suhud Wahyudi, M.Si;Drs. Suhud Wahyudi, M.Si;Dosen;Matematika;Fakultas Sains dan Analitika Data
142793;9786028479318;Multi-Media Learning: Prinsip-Prinsip dan Aplikasi;"Richard E. Mayer; Baroto Tavip Indrojarwo (editor)";Surabaya;Pustaka Pelajar;2008;5996089;2022-11-10 00:07:24;buku referensi;Ir. Baroto Tavip Indrojarwo, M.Si.;Ir. Baroto Tavip Indrojarwo, M.Si.;Dosen;Desain Komunikasi Visual;Fakultas Desain Kreatif dan Bisnis Digital
106140;9786024736903;Pengantar proses pembuatan besi [sumber elektronik] : proses utama dan alternatifnya;Sungging Pintowantoro, Fakhreza Abdul;Surabaya;Airlangga University Press;2021;5996486;2022-11-10 00:07:24;buku referensi;Prof.Dr. Sungging Pintowantoro, S.T., M.T.;Prof.Dr. Sungging Pintowantoro, S.T., M.T.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
107187;9781853129865;Computational Methods in Multiphase Flow II;Sungging Pintowantoro, Hiroshi Nogami, Jun Ichiro Yagi;Japan;WIT Press;2003;5996486;2022-11-10 00:07:24;buku referensi;Prof.Dr. Sungging Pintowantoro, S.T., M.T.;Prof.Dr. Sungging Pintowantoro, S.T., M.T.;Dosen;Teknik Material dan Metalurgi;Fakultas Teknologi Industri dan Rekayasa Sistem
96533;9786233180023;Pendampingan masyarakat mewujudkan produk yang Halalan Thayyiban;editor,  Nur Aini Rakhmawati, Setyo Gunawan;Surabaya;ITS Press;2020;5998276;2022-11-10 00:07:24;lainnya;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
96534;9786025525216;Bahan alam laut : perspektif memahami senyawa metabolit berbasis riset;Awik Puji Dyah Nurhayati;Serang;CV. Sinar Gamedia;2019;5998276;2022-11-10 00:07:24;;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
38569;9786025022128;KIMIA 1;Taslim Ersam...[et al.];Surabaya;Media Bersaudara, CV;2018;5998276;2022-11-10 00:07:24;buku ajar;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
58707;9786025022104;Pulau poteran: menuju pulau kecil mandiri;Nengah Dwianita Kuswytasari;Surabaya;Media Bersaudara, CV;2017;5998276;2022-11-10 00:07:24;;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
96541;9786021862070;Reaksi-reaksi dalam kimia organik dan mekanismenya;Mardi Santoso;Surabaya;Brilliant;2012;5998276;2022-11-10 00:07:24;;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
96540;9709798897962;Pendidikan Karakter CAK++ ITS. Pembinaan Kreativitas Mahasiswa untuk Penguatan Budaya Akademik. Praktik Terbaik;Ir. Syamsul Arifin, MT., Prof. Dr. Mardi Santoso,Dr. Ir. Bambang Sampurno, M.T., Prof.Dr.Ir. Adi Soeprijanto, M.T., Prof. Iwan Vanany, S.T., M.T., Ph.D., Dr. Darmaji, S.Si., M.T., Ir. Hasan Ikhwani, M.Sc., Drs. Zainul Muhibbin, M.Fil.I, Prof. Nurul;Surabaya;ITS Press;2011;5998276;2022-11-10 00:07:24;lainnya;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
96537;9789798897764;Model pendidikan karakter CAK di ITS. Menuju kemuliaan hidup bermartabat (strategi & implementasi);Ir. Syamsul Arifin, MT., Drs. Edy Subali, M.Pd., Dra. Lucia Aridinanti, M.T., Prof. Dr. Mardi Santoso, Dr. Ir. Hasan Ikhwani, M.Sc., Dr. Soedarso, S.S., M.Hum., Drs. Zainul Muhibbin, M.Fil.I, Prof. Nurul Widiastuti, S.Si., M.Si., Ph.D., Dr. Suyanto,;Surabaya;ITS Press;2010;5998276;2022-11-10 00:07:24;lainnya;Prof. Dr. Mardi Santoso;Prof. Dr. Mardi Santoso;Dosen;Kimia;Fakultas Sains dan Analitika Data
57860;9786029494747;Peran dan aplikasi data mining dalam sistem pendukung keputusan;Arif Djunaidy;;ITS Press;2013;5998404;2022-11-10 00:07:24;;Prof. Ir. Arif Djunaidy, M.Sc., Ph.D.;Prof. Ir. Arif Djunaidy, M.Sc., Ph.D.;Dosen;Sistem Informasi;Fakultas Teknologi Elektro dan Informatika Cerdas
39762;9786025542466;Analisis kegagalan dengan melakukan assessment risiko dampak negatif pemakaian air minum isi ulang;Nieke Karnaningroem, Geodita Woro Bramanti, Rosalina Eka Praptiwi;;ITS Press;2018;5998491;2022-11-10 00:07:24;;Prof. Dr. Ir. Nieke Karnaningroem, M.Sc.;Prof. Dr. Ir. Nieke Karnaningroem, Dipl.SE., M.Sc.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
39769;9786025542022;Pemodelan matematik teknik lingkungan (volume I);Nieke Karnaningroem;;ITS Press;2017;5998491;2022-11-10 00:07:24;;Prof. Dr. Ir. Nieke Karnaningroem, M.Sc.;Prof. Dr. Ir. Nieke Karnaningroem, Dipl.SE., M.Sc.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
39767;9786025542039;Manajemen risiko dengan metode fish bone dan Failure Mode Effect Analysis (FMEA) pada air bersih;Nieke Karnaningroem, Geodita Woro Bramanti, Achmad Muzakky;;ITS Press;2017;5998491;2022-11-10 00:07:24;;Prof. Dr. Ir. Nieke Karnaningroem, M.Sc.;Prof. Dr. Ir. Nieke Karnaningroem, Dipl.SE., M.Sc.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
88910;9786233511087;Pengertian istilah prasarana lingkungan;Sarwoko Mangkoedihardjo;Makassar & Yogyakarta;Nas Media Pustaka;2021;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
1514;9786020917504;Praktik remediasi lingkungan;penulis, Harmin Sulistyaning, Bieby Fangujan Tangahu, Sarwoko Mangkoedihardjo;Surabaya;ITS Press;2016;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
29841;9789952807141;Evapotranspiration units for sanitation infrastructure;Ganjar Samudro, Sarwoko Mangkoedihardjo;;CrossRef DOI;2012;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
29839;9789797566142;Fitoteknologi Terapan;Sarwoko Mangkoedihardjo, Ganjar Samudro;;Graha Ilmu;2010;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
29837;9795450468;Ekotoksikologi Teknosfer;Sarwoko Mangkoedihardjo, Ganjar Samudro;;Guna Widya;2010;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
29838;9795450441;Strategi Tulis Artikel Jurnal Internasional;Sarwoko Mangkoedihardjo;;Guna Widya;2009;5998780;2022-11-10 00:07:24;;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.;Prof. Dr. Ir. Sarwoko Mangkoedihardjo, M.Sc.ES.;Dosen;Teknik Lingkungan;Fakultas Teknik Sipil, Perencanaan, dan Kebumian
96533;9786233180023;Pendampingan masyarakat mewujudkan produk yang Halalan Thayyiban;editor,  Nur Aini Rakhmawati, Setyo Gunawan;Surabaya;ITS Press;2020;5998915;2022-11-10 00:07:24;lainnya;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Dosen;Kimia;Fakultas Sains dan Analitika Data
89843;9786239551339;Bangkit bersama masyarakat di era pandemi Covid-19;Irmina Kris Murwani, Afifah Rosyidah, Ratna Ediati, Didik Prasetyoko, Sutikno, Soedarso, Novianti Ika Sari;Surabaya;PT ITS Tekno Sains;2020;5998915;2022-11-10 00:07:24;buku monograf;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Dosen;Kimia;Fakultas Sains dan Analitika Data
38569;9786025022128;KIMIA 1;Taslim Ersam...[et al.];Surabaya;Media Bersaudara, CV;2018;5998915;2022-11-10 00:07:24;buku ajar;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Dosen;Kimia;Fakultas Sains dan Analitika Data
36208;9786024011499;Karakterisasi Struktur Padatan;Didik Prasetyoko, Hamzah Fansuri, Yatim Lailun Ni'mah, Arif Fadlan;Yogyakarta;Deepublish;2016;5998915;2022-11-10 00:07:24;buku referensi;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Dosen;Kimia;Fakultas Sains dan Analitika Data
59292;9786028320450;Kimia Jilid 2 untuk SMK;Ratna Ediati,   Didik Prasetyoko,   Lukman Atmaja ,  Irmina Kris Murwani,   Hendro Juwono;Jakarta;Direktorat Pembinaan Sekolah Menengah Kejuruan;2008;5998915;2022-11-10 00:07:24;buku ajar;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Prof. Dr. Didik Prasetyoko, S.Si., M.Sc.;Dosen;Kimia;Fakultas Sains dan Analitika Data
58035;9786029749960;Struktur pelindung pantai;Widi A. Pratikto... [et al.];;PT. Mediatama Saptakarya;2014;5998954;2022-11-10 00:07:24;;Prof. Suntoyo, S.T., M.Eng., Ph.D.;Prof. Suntoyo, S.T., M.Eng., Ph.D.;Dosen;Teknik Kelautan;Fakultas Teknologi Kelautan
35681;9795033484;Perencanaan Fasilitas Pantai dan Laut;"Widi Agus Pratikno;Haryo Dwito Armono;Suntoyo";Yogyakarta;BPFE;1997;5998954;2022-11-10 00:07:24;;Prof. Suntoyo, S.T., M.Eng., Ph.D.;Prof. Suntoyo, S.T., M.Eng., Ph.D.;Dosen;Teknik Kelautan;Fakultas Teknologi Kelautan
